"Umduğum gibi çıkmadı,reistansı kısa sürede bozuldu.",Olumsuz
"Ürünü alalı 2 yıl oldu birkaç deneyimden sonra yorum yapayım dedim.Ürün
sert hamurlarda zayıf kalıyor clipsli üst kapak çok zayıf ve hemen
kırılıyor .Dışı plastik olduğu için görüntüye aldanmayın sağlamlık hissi
bende oluşmadı.Az zorlamada sanki bozulakmış gibi ve motordan koku
geliyor .kısacası mutfak şefi için zayıf bir ürün zaten diğer hamurlar
mikxerlede oluyor.Daha çok verip daha sağlam bir ürün almadığıma
üzülmedim değil.",Tarafsız
HİZLİ KARGO GUVENİLİR SATİCİ TAVSİYE EDERİM,Olumlu
Henüz kullanmadım ama paketleme gayet iyiydi. Tatilde eşarplarımı ütülemek için aldım memnun kalacağımı düşünüyorum.,Olumlu
Avantajlar : fiyat<br />Dezavantajlar : yok<br />ses kalitesi çok iyi.,Tarafsız
İyi değil pahalı,Olumsuz
"Ürün dün elime ulaştı, ürünün çekim gücü güzel, el süpürgesi olarak da kullanılabilmesi büyük bir avantaj, kullanırken keyif alacağınız hafif ve ergonomik bir ürün... tavsiye ederim...",Olumlu
"Bu aletle ilgili iyi bir tarafı var diyemeyeceğim ne yazık ki!1-Aşırı gürültülü eski teknoloji dizel motor gibi...2-Ürünü yapanlar hiç test etmediler galiba Türk milleti nasılsa anlamaz demiş olmalılar ki kapağa uyduruk bir silikon monte etmişler.Hazneye sadece 1/2 çay bardağı sıvı koyduğunuzda bile tezgahınızda batmadık yer kalmıyor.2-çok çabuk ısınıyor.4-Doğrama kabiliyeti rezalet.Neticede beş para etmez bir ürün,nasıl aldanıp ta aldım kendime çok kızıyorum....Bu ürünü beğenen varsa daha önce gerçek bir doğrayıcı kullanmamıştır,",Olumsuz
"Ürün, çalışan bayanlar için çok pratik.",Olumlu
leomanya satıcısından aldığım ürünler 10 günde minik bi kolide geldi süreyi gözardı edersek benim hoşlanmadığım durum kolinin içindekilerin eşek kadar kolinin üzerine yapıştırılması işyerine söylediğim için siparişi bu durum rahatsız edici benim açımdan bu konuya satıcıların dikkat etmesi gerekiyor bence.,Olumsuz
Güzel  ilgileniyorlar.,Olumsuz
Annem çok beğenmedi fırın kısmından memnun değil,Tarafsız
phone 6 s 32 gb. ürunü beğendim.Tavsiye ederim.,Olumlu
ürünün haznesi 800w olanlara kıyasla haliyle küçük.biraz daha teferrruatlı birşey olsun diyorsan işini görmez.,Tarafsız
Beğenerek aldım ancak yerde durmaması kötü özellik. Bir de kontrol tuşları ve tüm beyni su tankının altında duruyor. Cihaz ayaktayken su doldur boşalt denemeleri yapıyorsanız sakın yerinden kıpırdamasın yoksa su mekanizmadan aşağı dökülüp beyin komut yerine gidiyor En Sevmediğim Yönü bu. Bunu kurnaz mühendisler bilerek yapmış. Suyun buhara dönüştüğü yerin altına bilerek komut mekanizması yapmışlar!,Tarafsız
Hem fiyat açısından trendyoldan daha uyguna aldım hem de harikalar yaratan bir ürüne sahip oldum,Olumlu
Olumsuz yönleri: BİRAZ ÇALIŞTIRINCA MOTOR KOKU YAPIYOR,Olumsuz
18.10.18 tarihinde sipariş verdim. 22.10.18 teslim aldım. Ürün özenle paketlenmiş.,Tarafsız
İnternet sitenizden Philips televizyon aldım.Böyle bir yanlışlık nasıl yapılır bilmiyorum ama bana ÇİM biçme makinası göndermişsiniz.İlgili arkadaşlara teşekkürler....,Olumsuz
Fena değil. Fanı çalışmıyor. Yazıldığı gibi değil.,Olumsuz
"bu fıyata bu ürüne değmez. sakın aldanmayın.....buz kırcağı zaman sarsılıyor. sulu gıdalar örn: corba, krema, pankek harçı vs  kapağından dışarı sızıyor, her yeri batırıyor kendini batırdığı gıbı tezgahı da berbat ediyor. tek doğrama işini beceriyor ....... foto da guzel gorunuyor ama plastik.   Berbat.!!!",Olumsuz
"Ürünü çeyizim için aldım 1 günde elime ulaştı paketlemesi güzel. Denerken kapağı oturmuyormuş gibi oldu ama çevirmek gerekiyor şimdilik bir sorun yok, üretici firmaya teşekkürler.",Olumlu
Touchpedi 3 metreden bile çalışmıyor verdiğim paraya yazik oldu. hızlı kargo ve paketlemesi sağlamdı,Olumsuz
"indirimde almıştım,  ceyiz olarak, beğendim.",Olumlu
Sakın almayın laptoptan daha güzel ses çıkıyor iade etmeye çalışıyorum edilmiyor bunlar resmen kandırıyorlar insanları. Ses ayarı var yazmışlar üründe ses tuşu falan da yok.,Olumsuz
hepsi burada farki.urun zamaninda teslim...,Tarafsız
"Izgaraları kesinlikle yapışma yapmıyor, kısa sürede ısıtıyor. Çok memnun kaldım.",Olumlu
"ürün elime kırık şekilde geldi. kargocuya zabıt tuturmadıgım için iade
edemedim haliyle. böyle bi kargolama şekli olmaz ince bi sitreş sarılmıs
sadece ürünü korıyacak bişey yok. kesinlikle önermiyorum...",Olumsuz
"kullanışlı. annem ve babam için 1'er tane aldım. torunları ile görüntülü konuşma yapıp resimli cuma mesajları gönderebilecekleri, fotoğraf çekebilecekleri, whatsapp'da yazışabilecekleri, candy crush oynayabilecekleri,  navigasyon olarak kullanabilecekleri (navigasyon ile ilgili babamın yorumu şöyledir: ""bazen yanlış yerlere götürüyor yahu, benim hanım bu konuda daha güvenilir"") bi telefon. çok fazla program ve oyun yüklemezseniz sorun olmuyor. canım annem sürekli reklamlara tıkladığı için bazen telefon yavaşlıyor, arada bir fabrika ayarlarına geri yüklüyoruz sorun kalmıyor. babam da namaz vakitlerini takip ediyor. çok şey beklemeyin, parasının telefonu.",Olumlu
"Biraz küçük ama işimizi görüyor, alınabilir",Olumlu
Bilgisayar ilk geldiğinde içeriğinde kendi işletim sistemimizi yüklemeye yardımcı olacak bir yapıdaydı ve işletim sistemini ayarlama işlemini çok kalaylaştırmıştı. Bu açıdan takdir edilebilir fakat tüm kurulumları yapıp sistemi hazır hale getirdikten sonra sadece 3 hafta çalışabildi. 3. haftasında bilgisayar tamamen çöp haline geldi. Enerji verdiğimiz halde monitöre hiçbir sinyal gelmiyordu ve artık bilgisayar kullnılamaz durumda. Email hesaplarından da satıcıya ulaşamıyoruz. Ucuz etin yahnisi misali hurdalıkta duruyor şimdi. Bize ders oldu.,Olumsuz
Hayır. Saglam değildi veya düzgün paketlenmedi.,Olumsuz
"Ürün sağlam, teslimat hızlı",Olumlu
"ürün anlatıldığı gibi ve paketleme kargo hepsi çok güzeldi. güzel ürün
tavsiye edilir.",Olumlu
"5 yildir kullaniyorum bu aldigim 2 ci supurge makinasi .
torbali supurge makinasi kullaniyorum ama arnica bora su filtreli makinanin yerini  tutmuyor toz moz birakmiyor cook guzel bu makinayi uretenlere tesekkur ederim elleri dert gormesin....",Olumlu
Şekil veremiyorsunuz ama mat görüntüsü var kesinlikle gün icinde hafif bir rüzgarda saçlarınız dağılacaktır,Olumsuz
Berbat ötesi bir fırın yeni evlendim aldım çok şık duruyordu e marka güzel güvenerek aldım pişman oldum😏 zırt pırt duruyor çok çok geç pişiriyor illALLAH ettik eşimle ben. Şuan bende elden çıkarıyorum bir siteye koydum yerinede TERMİKEL süper ötesi fırını aldı canım annem ve babam ALLAH razı olsun onlardan ve bu fırını yapanlardan. İşte bu dedirtti bize canavar resmen canavar 😍😍😍,Olumsuz
"Şimdi ürünü sipariş ettikten baya uzun bi süre sonra elime ulaştı yaklaşık 8 gün kargo kısmı biraz kötü.
Ürüne gelirsek 2+1 speaker ama ana hoparlör yani resmin ortasındaki hoparlör hiç iyi değil özellikle bassı hiç beyenmedim.Sesi çok açınca çok cızırtılı ses çıkıyor ama diğer küçük hoparlörlerden memnunum.Kısacası almanızı pek tavsiye etmem.Bu paraya hiç deymez bunun yerine aynı fiyata 1+1 alın en azından daha iyi perfornmans alırsınız.Saygılar...",Olumsuz
idare eder,Olumsuz
Ses kalitesi çok iyi.,Tarafsız
Olumlu yönleri: Tesekkur,Olumlu
Güzel sadece çok fazla ses çıkartıyor,Olumlu
tesekur ederim elinize sağlık hızlı kargo ürün güzel ve sessiz çalışıyor,Olumlu
Ses kalitesi kötü boğuk bir ses geliyor 30 liraya değer :(,Olumsuz
fibere geçtikten sonra normal adsl2 ile olmuyor arkadaşlar sürekli takılmalar yaşanıyor. vdsl destekli bir modem almak gerekiyor. bende bunu aldım. artık rahatım kopma falan yaşamıyorum. usb dosya paylaşımı bile var :),Tarafsız
ürünün kayış kısmı görseldekinden farklı.,Tarafsız
"Ürün elime biraz önce geçti. Açıkcası ilk başta sipariş verirken biraz ikilemde kalmıştım. Ama şuanda iyi bir karar verdiğimi anladım. Sızdırmayla ilgili çok fazla yorum vardı. Bende herhangi bir sızdırma olayı olmadı. Çayı ve suyu gayet sıcak tutuyor,bu yönü gerçekten çok hoşuma gitti. Işıklandırmasıda bence güzel ve şık duruyor. Almayı düşünenlere tavsiye ederim. Fiyatı da normale ve kalitesine göre gayet uygun.",Olumlu
ürün on numara güzel.,Olumlu
Ses kalitesi iyi ama ürün orjinal değil,Olumsuz
paketleme ve kargolama iyi. ürüne ekran kartı taktıgımda ekran kartı ve dahili ekran kartı çalıştı ne kadar çok driverlarını indirip kurmayı denesemde olmadı en son ekran kartını çıkarttım ve driverlar kuruldu ekran kartsız takılıyorum çok iyi oldugunu pek söyleyemem ama iş görür,Tarafsız
Yeterince iyi. Ancak kurulum bilgileri sıfır.,Tarafsız
"Ürün güzel, tavsiye ederim.",Olumlu
Ürünü  3gunde  geldi beğendim hepsi burda ya teşekkürler samsung anlatmaya gerek yok,Olumlu
ısıtmıyor sakın almayın be çok pişman oldum 18000 but aldım Er15 arıza verdi  Beko Arçelik Şaşmaz'ın deri yerli olarak,Tarafsız
ürün az önce elime geçti buradan aldım kargoyu zamanında yolladıkları için teşekkür ediyorum ama ürün hayal kırıklığı çok pişman oldum malzeme kalitesi bana göre iyi değil çekiş gücü süpürdüğünü bile farketmiyorum diyeceğim kadar komşumun 1200w süpürgesi bundan güzel çektiğini söyleyebilirim yorumlara bakarak ürünümün arızalı oldugunu bile düşünüyorum ama yinede tavsiye etmiyorum,Olumsuz
Cok kullanışlı degil,Olumsuz
Çok kullanışlı .5 dakikada çay hazır😊,Olumlu
Tavuk gibi yolunmak isteyenlerin bir  numaralı tercihi. mafetti beni,Olumsuz
Arkadaslar ben ikincisini aldım ürün gerçekten güzel alacak olana tavsiye ederim yanlız gönderilen kablo biraz daha kaliteli olsa iyi olurdu pek dayanıklı deyil ama cihaz yaklaşık tam olarak 8 saati buluyor dolması ve benim s3 neo Telefonumu 4 defa gibi diyelim çünkü  4 uncusu tam deil sarj ediyor,Tarafsız
"Benim oğlum 6 yasında ben oğlum için almak istiyorum ama bir sorum var cevaplayan biri olursa sevinirim 
Biz köydeyiz ve oğlum teyzelerine halalarına arkadaşlarına kendi gidiyor orda oyun oynuyor sadece nerde olduğunu öğrenmek için bu bilekliği istiyorum yani oğlumu arayabiliyormuyum bileklik kolunda olduğunda ve  nasıl kartmı takılıyor",Olumsuz
"Yaklaşık sekiz ay kullandıktan sonra yazıyorum. Ürün vasat. Çok kötü değil, ama iyinin de az altında. Yenilerde üst kapaktaki oturması gereken yay istifa etti. Kapak oturmuyor, dayanır vaziyette duruyor. Kullanıma engel değil. Idare eder.",Tarafsız
"kalitesiz bir ürün, bekarlar için fiyatına göre uygun....",Tarafsız
"2 gün önce sipariş verdim bu gün elime geçti,Başta hepsi buarada olmak üzere ürünü gönderen FEMAR ELEK.EV ALETLERİ fimasına ve nakliyesinde emeği geçen MNG kargo çalışanlarına yürekten teşekkür ediyorum.siparişim tam,sağlam ve sorunsuz olarak teslim edildi.süpürgeyi hemen açıp denedik, emiş gücü şahane, sesi ise eski süpürgeye oranla bayağı sessiz, toz haznesinin 2,5 lt. olması avantaj kolay kolay dolmuyor,görselliği ise bambaşka yani uzun lafın kısası ben memnun kaldım,alacak olanlara tavsiye ederim,ilerisiniiii yaşayıp kullanıp görecez,EEEE artık ,5 YILDIZ VERMEZSEM HAKSIZLIK OLUR.",Olumlu
Parasına göre iyi,Tarafsız
"Ürünü zamanında aldım, ancak Ürün paketleme berbat, ürün mağazada rafta
alınıp kargoya verilmiş kırılabilecek ürünlerde daha özenli paketlenmesi gerekir.",Tarafsız
"Aldığım mor şampuanın kapağı kırılmış ve neredeyse yarışı dokulu şekilde
gelmiş",Olumsuz
Ürün çok kaliteli eşim için aldim tavsiye ederim,Olumlu
Çabuk bozuldu fazla tozda almıyor aldigim a pismanim.,Tarafsız
Çocuklar için uygun güzel,Tarafsız
"umduğum gibi çıkmadı radyosu hiç çekmiyo basit radyolar bile bundan
güzel çekiyo  hayal kırıklığı bu kadarını beklemiyordum bu paraya değmez",Olumsuz
Ürünü kullandım gayet memnunum,Olumlu
Ürün cok kotu.kargo isi bir felaket hic bulasmayin.15 gunde zor geldi.davlumbaz kumandali degil ama icinden kumanda cikti.,Olumsuz
Schafer kahvecim gelcek A101e  kullanan varmı  nasıl  köpüklü çikariyormu yardımcı olur musunuz,Olumsuz
Beğenmedim su akıtıyor,Olumsuz
"Ürünün ilk elime geçtiğinde 40 tl olan eski kulaklığımdan çok daha iyi bir ses kalitesi beklemiştim fakat arada bir farkı duyamadım. Ya ben kalitesiz kulaklık taka taka sağır oldum yada gerçekten fiyatına uygun performans göstermiyor bu kulaklık. Ses kalitesi benim için ikinci planda ama bu kadar ödeyince de insan bir beklentiye giriyor. İlk puanımı buradan kırdım. İkinci puanı ise tasarımdan kırıyorum. Kulağa tam oturma hissini alamadım. Sanki düşecek gibi emanet duruyor, fakat konuşuyormuş gibi yapsam da kafamı yan çevirsemde kulaklığı düşüremedim kulağımdan. Bir de telefona type-c dönüştürücü ile bağladığımda ilk seferde çalışmadı bir kaç kez tak çıkar yapınca çalışmaya başladı, anlık kalp krizi geçiriyordum çünkü telefonumda 3.5mm giriş yok. Özetlemek gerekirse 3/5. 160a bunu alacağıma 40 50ye dandik bir tane alsaydım demedim değil.",Tarafsız
kulaklık sipariş verdikden kısa bir süre sonra elime geçti gönderi çok hızlıydı kulaklığı daha öncede kullandığım için özelliklerini biliyordum ses o kadar kaliteli değil ama bu fiyata çok iyi kaçırılmaması gereken bir fırsat eksi yönlerinden biride sesi dışarı vermesi...,Tarafsız
Olumsuz yönleri: Aynı gün kargoya veriliyor evet ama on gündür hâlâ gelmedi..  bilgilendirme çok eksik. gelmeden iade ettik.,Olumsuz
"kagıt gibi sacı var  çok kalitesiz mazleme  görüntü amaçlı sadece iş
görecek gibi degil",Olumsuz
Urun cok cabuk bozuluyor tavsiye etmem hatta arzumun ömrü 3 yıl tost makinesi rondo set su ısıtıcı kahvecmakinesi ne aldıysam bozuldu,Olumsuz
güzel paketleme.üründe hata yok.tavsiye ederim.,Olumlu
"Olumlu yönleri: şarjı çok iyi deyil

Olumsuz yönleri: bazi uygulaması yazı çok güzel görünmüyor",Olumsuz
"Olumsuz yönleri: AKAKÇE den aldığım mesajda 146,90 TL Ücretsiz kargo yazıyor Üzerine tıkladığımda 218,00TL Fiyat.",Olumsuz
Kargo hızlı ürün kaliteli 👍,Olumlu
"Eğer daha önce kettle kullandıysanız ilk başta biraz
yadırgayabilirsiniz. plastik aksamlar kalitesiz gözüküyor çapaklar
temizlenmemiş ama onun dışında İşgören bir çaydanlık demlik içinde
süzgeç mevcut değil bilginiz olsun.",Tarafsız
"10 dakika çalıştırdık, yorumlarda anlatılandan sonra beklediğim
sessizlikte değil.  çok iyi toz alıyor. hafif halılara öyle bir
yapışıyor ki, hareket ettirmek çok zor, nasıl temizleyeceğiz biz bu
hafif halıları?",Olumlu
Çok pratik tatil için 👍🏻,Olumlu
Bir marketten 2 adet Powerway marka 16gb usb bellek aldım bir tanesinden oldukça memnunum ancak diğeri aldığım günden beri sorunlu. Bilgisayarımın usb girişine takıyorum ses geliyor ancak bilgisayarımda görünmüyor. form sitelerinde bahsedilen yolların hepsini denedim ama çözüm bulamadım. ha neden iade etmedin diye bir soru gelirse alışveriş fişini bulamadım bu sebeple iade edemedim.,Olumsuz
Ürünün kuvveti az bu sebeple bir şey sıkacaksanız biraz uzun sürebilir çok yavaş iade ettim bu sebeple,Olumsuz
Hızlı kargo. Çekim gücü çok güzel. Umarım ilerleyen zamanlarda gücü düşmez,Olumlu
Hızlı deyil....,Olumsuz
Bu ürünü farklı bi siteden almıştım. Kesinlikle tavsiye etmem. Çok kalitesiz bi ürün. Plastiği sıcaktan eriyor. Izgarasının kulpu kırıldı✍🏾. Düğmesi bozuldu. Kısaca çöp oldu,Olumsuz
açma kapama tuşu kötü su koyulacak yer çok dar tutacak bükülmediğinden su koymak zor ş süs için yapılmış kullanısli degil,Olumsuz
"Buharı çok iyi, kırışık azaltması çok etkili. Tavsiye ediyorum. Pişman etmeyen bir ürün.",Olumlu
Ürünü aldım ve kullanıyorum çok ses yapıyor birçok özellik yazmışlar süslemişler ama bu parayı hak etmiyor almayın tavsiye etmiyor salonun bir köşesinde süs niyetine durucak.,Olumsuz
