 ,1 yönleri: Tesekkur  
güzel sadece çok fazla ses çıkartmak ,1
teşekkür etmek el sağlık hızlı kargo ürün güzel ve sessiz çalışmak ,1
ses kalite kötü boğuk bir ses gelmek lira değmek ,-1
ürümek kayış kısım görsel fark ,0
ürün on numara güzel ,1
ses kalite iyi ama ürün orjinal değil ,-1
yeterince iyi ancak Kurulu bilgi sıfır ,0
ürün güzel tavsiye etmek ,1
ürün günde gelmek beğenmek hepsi burmak ya teşekkür Samsung anlatmak gerek yok ,1
işitmek sakın almak be çok pişman o but almak er arıza vermek Beko Arçelik şaşmaz deri yerli olmak ,0
çok kullanmak değil ,-1
çok kullanmak dakika Çay hazır ,1
tavuk gibi yolunmak istemek bir numara tercih mabet ben ,-1
"Benim oğlum 6 yasında ben oğlum için almak istiyorum ama bir sorum var cevaplayan biri olursa sevinirim 
Biz köydeyiz ve oğlum teyzelerine halalarına arkadaşlarına kendi gidiyor orda oyun oynuyor sadece nerde olduğunu öğrenmek için bu bilekliği istiyorum yani oğlumu arayabiliyormuyum bileklik kolunda olduğunda ve  nasıl kartmı takılıyor  ,-1",
kalite bir ürün bekar için fiyat göre uygun ,0
par göre iyi ,0
"Ürünü zamanında aldım  ancak Ürün paketleme berbat  ürün mağazada rafta
alınıp kargoya verilmiş kırılabilecek ürünlerde daha özenli paketlenmesi gerekir.  ,0",
"Aldığım mor şampuanın kapağı kırılmış ve neredeyse yarışı dokulu şekilde
gelmiş  ,-1",
ürün çok kalite eş için Aldi tavsiye etmek ,1
çabuk bozulmak fazla toz almak almak a pişman ,0
çocuk için uygun güzel ,0
"umduğum gibi çıkmadı radyosu hiç çekmiyo basit radyolar bile bundan
güzel çekiyo  hayal kırıklığı bu kadarını beklemiyordum bu paraya değmez  ,-1",
ürün kullanmak gayet memnu ,1
ürün çok kötü kargo iş bir felâket hiç bulaşmak günde zor gelmek davlumbaz kuma değil ama iç kum çıkmak ,-1
Schafer kahvecim gelcek A101e  kullanan varmı  nasıl  köpüklü çikariyormu yardımcı olur musunuz  ,-1
beğenmek su akıtmak ,-1
 ,-1 yönleri: Aynı gün kargoya veriliyor evet ama on gündür hâlâ gelmedi..  bilgilendirme çok eksik. gelmeden iade ettik.  
"kagıt gibi sacı var  çok kalitesiz mazleme  görüntü amaçlı sadece iş
görecek gibi degil  ,-1",
güzel paketlemek ürün hata yok tavsiye etmek ,1
" ,1 yönleri: şarjı çok iyi deyil

 ,-1 yönleri: bazi uygulaması yazı çok güzel görünmüyor  ,-1",
 ,-1 yönleri: AKAKÇE den aldığım mesajda 146 90 TL Ücretsiz kargo yazıyor Üzerine tıkladığımda 218 00TL Fiyat.  
kargo hızlı ürün kalite ,1
"Eğer daha önce kettle kullandıysanız ilk başta biraz
yadırgayabilirsiniz. plastik aksamlar kalitesiz gözüküyor çapaklar
temizlenmemiş ama onun dışında İşgören bir çaydanlık demlik içinde
süzgeç mevcut değil bilginiz olsun.  ,0",
"10 dakika çalıştırdık  yorumlarda anlatılandan sonra beklediğim
sessizlikte değil.  çok iyi toz alıyor. hafif halılara öyle bir
yapışıyor ki  hareket ettirmek çok zor  nasıl temizleyeceğiz biz bu
hafif halıları?  ,1",
çok pratik tatil için ,1
ürümek Kuvvet az bu sebep bir şey sıkmak biraz uzun sürmek çok yavaş iade etmek bu sebep ,-1
hızlı kargo çekmek Gu çok güzel ummak ilerlemek zaman Gu düşmek ,1
hızlı değil ,-1
açmak kapmak tuş kötü su koymak yemek çok dar tutmak bükünmek su koymak zor S süsmek için yapmak kullanmak değil ,-1
buhar çok iyi kırışık azaltmak çok etkimek tavsiye etmek pişman etmek bir ürün ,1
 ,1 yönleri: mutfakta bir kenarda  el altında olması  hayatımı kolaylaştırdı..ince halımı havaya kaldıracak kadar güçlü. öncesinde de anneme hediye almıştım o da memnun kaldı. haznesi doldukça boşaltıyorum. hiçbir sorun yaşamadım.  
"En son ayarda çalıştırmama rağmen yağ yeterince ısınmıyor ve patates yağ
çekiyor.ayrıca ürün faturası da yok.  ,-1",
"Klavye çalışıyor. Fakat mouse bozuk çıktı. Ne yaptıysam çalışmıyor.
Ayrıca hediye mouse pad kat kat kırışmış. İşlevselliğini kaybetmiş.
Ayrıca mouse pad hiç göndermeseniz daha iyiymiş. Hayatımda bu kadar
dandik birşey görmedim. Ciddi anlamda parasını haketmiyor. Sırf klavye
lazım diye iade etmedim. Ama kesinlikle ne ürünü ne de bu mağazayı
önermiyorum. Hayal kırıklığı...  ,-1",
fır turbo fa yok bunamak dikkat etmek almak ,0
"telefonu alalı yaklaşık bir sene oluyor (mi 5 prime )açık konuşmak gerekirse ilk bir kaç ay dan sonra hiç memnun değilim sebepleri ;şarz konusunda ful iken online oyun oynamaya başlarsanız iki saatin sonra komple şarz bitmiş oluyor bana yarım gün anca yetiyor oyun oynayanlara kesinilikle tavsiye etmem ve hızlı şarz vardı evet dediğim gibi alalı bir sene oldu ve suanda sarz fullenmesi yaklaşık 5 6 saat sürüyor evet yanlış duymadınız yanınızda sürekli powerbank ile gezmek zorunda kalırsınız bir diğer sebep telefon kendi kendine kapanıyor zaman zaman ön kamerası berbat arka kamerada gideri var hafızasına gelince sözüm yok gerçekten benim 64 gb onlarca uygulama yüklememe rağmen bi bu kadar daha yüklerim diye düşünüyorum kısacası  ,1 yönleri hafızası görüntüsü ses kalitesi oyun grafikleri ve hızlı olması  ,-1 yönleride dediğim gibi şarz ın cabuk bitip geç dolması ara ara kapanması kamerasışunu da söyliyim özellik olarak ıphone ile kıyaslanır ama samsung ile kıyaslamnız imkansız  ,0",
çok Başar bir ürün hiç memnun değil ,-1
çok hızlı teslimat ve mükemmel bir ürün teşekkür ,1
evet çok güzel çok iyi ,1
daha fazla par gerek yok memnun etmek harika ,1
harika bir ürün kesinlikle tavsiye etmek ,1
çok ucuz almak düşünmek çok teşekkür Mediamarkt ,1
kalite bir ürün ,1
evet beğenmek önermek ,1
"Siyah renk davlumbaz bacası çizik geldi.Siyah renk üzerinde beyaz çizik
net şekilde belli oluyor bu yüzden bacasız kullanıyorum. Mağaza ile
birkaç kez iletişim kurdum  fabrikadan gönderileceğini söylediler ama
hiç gelmedi. 1 ayı aşkın süredir arayan soran da yok. Kısacası ne yazık
ki ilgisiz mağaza.  ,-1",
saat olmak el ulaşmak kargo paketlemek çok özenmek tavsiye üzerine almak performans memnun kalmak emin ,1
güzel çekişmek Gu bu fiyat göre harika malzeme D kalite sağlam tavsiye etmek tek kötü yani Torbalı olmak ,1
Mb Sn Gördüm ama metal kısım aşırı derece ısınmak ,0
evet çok güzel beğenmek teşekkür ,1
renk hariç güzel ,-1
"Bi lerce kez pişmanım
Çay sıcak Bi içecek
Maalesef her yeni çay doldurmak istediğimizde başına gidip düğmeyi kaldır ve kaynamasın bekle
Müşteri hizmetleri Seda hanım bide bize ders verdi ne alacağınızı kontrol etmeliydi iz diye
Kartlı mı termostatlı mı bakmalıymışım alırken
Yerli ürün desteklemek mi 
Bir daha aslaaaaaaaaaa  ,-1",
"Ssd ile ilgili ilk önce performans sorunu yaşasam da sonrasında çözdüm.
Satıcı firmaya hızlı gönderiden dolayı teşekkür  özensiz paketlemeden
dolayı ise teessüf ediyorum😊  ,0",
çok güzel açıkçası ,1
 ,-1 yönleri: Neden yazmuyosunuz kaç metre olduğunu  
"ürünü yorumlara bakarak aldım ama beklentileri karşılanıyor 2 anten
olmasına rağmen arka odalarda hiç çekmiyor  ,-1",
çekişmek Gu çok yüksek olmak rağmen iyi temizlemek şu kapmak boşalmak kolay kullanım pratik memnun kalmak ,1
ürümek yaklaşık Yıldır kullanmak şu anmak sol tıklamak tuş bozulmak üzere kullanım ömür fazla uzun değil ,0
estetik olmak beğenmek almak fakat çekmek Gu zayıf ,0
ürün güzel ancak içinde süzgeç kapak tam olmak oturmak ,0
çaydanlık çelik diye satmak almak şu fazla kaynatmak ikinci hafta düğmek bozulmak geri göndermek ummak servi iyi ,-1
sonra dip bakmak ki paslanmak iç taba ve kapak kesinlikle çelik değil sakın almak ,-1
sessiz ve çok sık çok beğenmek ,1
 ,1 yönleri: ürün göründüğü gibi ve hızlı kargo için teşekkürler  
 ,-1 yönleri: hiç memnun kaldım daha 1 kere çalıştırdım  bozuldu geri iade edicem  
ürün gün de gelmek Başar görünmek anne sevmek ,1
çeyiz almak bir ürün parça çok kullanmak tavsiye etmek ,1
ürün almak beri koyu renk deterjan kalıntı bırakmak servi çağırmak uzun program kullanmak demek ,-1
sadece bir ker durulmak yapmak ben düşündürmek bu sadece ,-1
eş hediye olmak almak çok beğenmek ve çok kullanmak tavsiye etmek ,1
Mb S okumak hız nedeniyle fiyat göre bu ürün alınmak ,0
almak dayanak bir ürün değil boyamak atamak arızalanmak ,-1
doğramak doğramak bir kısım alet üstün doğramak kalmak ,0
yeğen almak idare etmek ,0
"1 = hepsiburda ödeme yöntemi ve pratikligi süper..teşekkürler.
2=ürün kalite olarak fiyatinin karsiligi bence.daha önce bir çok bt kulaklik kullandim kafabantli..bu aldigim ürünü 1 haftadir kullaniyorum her kuruşunu hak ediyor..sarj süresi kullanim süresi kullanma kilavuzunda yazanlarin aynısı..telefon görüşmelerinde kulaklik harika diyebilirim.ses kaybi   ses gecikmesi   baglanti aksamasi yok..cok basarili..son ses kullanimda yaninizdakilere ses bir miktar gidebiliyo ama bu cok az..% 70 ses miktarı ile kimse ne dinlediginizi kesinlikle duyamaz ve rahatsiz olmazlar.kafabantli kulaklık almadan 1 ay arastirdim ve tekno magazalarda ürünleri deneme imkanim oldu..herkesin kalite anlayışı farklıdır..benim tespit ettigim kadariyla 2   3 kati pahali kulakliklari aratmayacak seviyede bir malzeme ve ses kalitesi var.tercih sizlerin..
3= Kargolama yüzünden 5 yildiz vermedim.ürünün kendi kutusunu kargo poşetine ambalajlayip gönderdikleri icin..
kargo firmasi içindeki malzemenin ne derece hassas olduğunu idrak etmemiş olabilir .göndericinin bunu biliyor olmasini dilerdim..daha iyi paketleme yapmaliydilar bence..ama her şey tecrübe olur.bir daha bir ürün sipariş vereceğim de satıcı ile sipariş öncesi paketleme konusundaki talebimi kabul ederse alışverişi gerceklestirecegim..  ,0",
ürümek başka bir yemek almak birkaç kullanım bozulmak hiç bulaşmak ,-1
herşey mükemmel renk süper gelmek gelmek kullanmak çok beğenmek se de rahat vermek ,1
"Ürün çok hoş bu fiyata alabileceğinizin en iyisi.Ayrıca süpriz hediye
için çok teşekkürler:)  ,1",
veri çalışmak yeterli ısı ulaşmak dolayısıyla tost yapmak ,-1
bilmek kaçıncı sipariş ordu kesinlikle çok memnu amazon çömmek bu kalite bozmak lütfen ,1
ürün temmuz almak ay içinde panel gölgelemek meydan gelmek kimse önermek ,-1
süper çok beğenmek güzel ,1
"şarj aleti orjinal değildi bundan dolayı değiştirmek istedim bana
kutunun hiç açılmadığı ve içinden herhangi bir parça değişimi
yapılmadığı söylendi daha sonra internetten bakınca şarj aletlerinin
aynı olduğunu gördüm. bu mağazayla ilgili bir sorun değil gibi ama şarj
aletleri orjinal veya orijinal görünümlü değil. rowentanın kendisi mi
böyle bir yola gitti veya ülkemizde mi bir şekilde bu şarj aletleri
pakete eklendi bilmiyorum. siz yine de bir araştırın orjinal şarj işini.
eğer bu durum sizi rahatsız etmiyorsa alabilirsiniz ürünü  ,0",
aymak sorumsuz kullanmak ,1
"Modemi alalı 1 ayı geçti sorunlarım hala bitmedi. Bu modelin versiyon
4'ü var bu modem ise V3 ve sorunları bitmek bilmiyor  güncelleme
yayınladılar ancak sorunu çözemedi şunu da unutmayın V3 alıp V4'e
yükseltme yapılamıyor V3'ün kendi güncellemesi yayınlanıyor. Yaşadığım
en büyük problemlerden birisi TV  Telefon PC otomatik bağlanmıyor 
bağlantı koptuktan sonra tekrardan bağlan demen gerekiyor. Ayrıca çok
defa modemden kaynaklı kopmalar yaşadım. Son olarak müşteri hizmetleri
daha iyi çalışan bir modem alın.  ,-1",
henüz belli değil kargo aşmak beğenmek ,-1
"Bu ürünü alan bilinki parasını çöpe atar. Alalı bir ay oldu ve bugün
ikici kullanımımda teflon yüzeyin rengini attığını ve yaptığım ızgarada
muazzam bir teflon kokusunun olduğunu fark ettim. İade için  yasal 14
günlük sürede geçti bizim parada gitti :(  ,-1",
"Ürün jak girişi telefonuma tam oturmuyor ve çok kolay bir şekilde
çıkıyor ve kulaklık az ses veriyor sebebi nedir acaba tam olarak
fiyatının hakkını vermiyor beğenmedim  ,-1",
"kasım 2017 de kuponla 850 liraya almıştım. suan 1500 lira olmuş WoW.
makina salon mutfak birleşik kullandiğimiz için calişirken ses
bakimindan bize sorun teskil etti. Çünkü baya bir sesli calişiyor.
arkadaşın bosch bulasik makinasinda 0 ses vardi biraz bişman olmuştuk.
series 4 tu oda 1500 liraya almişti o zaman. bir sene de bu kadar zam
gercekten enflasyonla hiç yekün mücadele.  ,0",
"Ürün beklediğimden daha sesli çalışıyor. Soğutma tuşuna basınca su
şırıltısı yan odadan duyuluyor. Bunun haricinde 10-15 dakika içinde
odadaki nem oranını  artırıyor. Ekstra bir soğutma hissedemedim 
soğutmayı çalıştırmadan kullanmayı düşünüyorum.  ,0",
cihaz bilgisayar dış fark cihaz çalışmak ,-1
"ürünü hiç ama hiç beğenmedim kimse tavsiye etmiyorum. Ürünün içi plastik
dolu. paslanmaz çelik yazıyor tamam da filtre plastik  vida plastik 
içindeki rezidansın başlığı da plastik kesinlikle sağlıklı bir ürün
değil arkadaşlar. bilseydim almazdım. içinde plastik parçalar olmayan
çelik ya da cam kettle'lar kullanılmalı.  ,-1",
doğalgaz diye almak türlü çıkmak ,-1
 ,-1 yönleri: Daha uygun fiyata aynı özelliklerde mixer almak mümkün bosch bilinen sağlam bir marka ama mikser en nihayetinde  
ürün almak yaklaşık bir şe hiçbir şikâyet yok çok memnu Gönül rahat alınmak ,1
ürün hiç güzel değil ,-1
ısınmak sürmek iyi fena değil fakat alt ayaklamak orantı topal ,0
hızlı ve sorumsuz teslim ordu çok kullanmak buhar fiş taktik gibi hazır neredeyse ,1
ürün güzel hafi ince ama menzil çok kısa mesafe resmen teklemek ,0
kargo hızlı ürün güzel ,1
küçük bir ürün değil kalite demek söz yok ,0
çiğ kalmak kahve kaynatmak Başar ,-1
"Ürün elime ulaşmadığı için yorum yapamıyorum.ancak Müge hanıma aldığım
yerdeki Müge hanıma teşekkür ediyorum ilgili ve alakalı ve geri dönüş
yapıyor.onlardan kaynaklı olmaya bilir  taşımakaynaklıdır ancak
memnüniyetsizllik oluştu bende  ,-1",
ürün spot gelmek ilgi ve Alak teşekkür Hb ,-1
"çekiş emiş  hiç birşey yok.bir motor çalışıyor ama.hiçbir işlevi yok.bu
ne biçim iş  ,-1",
"1) ÇOK KABA
2) TEMİZLİĞİ ÇOK ZOR (GÖRDÜĞÜNÜZ ALET BELKİ 7-8 TANE SÖKÜLMESİ GEREKEN PARÇADAN OLUŞUYOR.)
3) ATTIĞINIZ PARÇALARIN BAZILARI DİPTE BİRİKİYOR. (BIÇAKLAR O ALANI PARÇALAYAMIYOR. LAPA BİR KÜTLE DİPTE KALIYOR.

AMACINIZ DOĞRAMAK PARÇALAMAKSA BLENDER ALIN.
AMACINIZ ÇORBA YAPMAKSA TENCERE KULLANIN.
BUNUNLA ÇORBA YAPMAK DEMEK DİPTE BİR LAPA VE DİĞER TÜM MALZEMELERİN MUNDAR OLMASI DEMEK. 
SOĞAN ÖNCE PİŞMELİ  SONRA SIRAYLA BAŞKA ŞEYLER PİŞMELİ VE İÇERKEN AĞZINIZA MESELA TAVUĞUN GELMESİNİ İSTİYENLERDENSENİZ KESİNLİKLE TENCERE KULLANIN. ÇÜNKÜ BUNDA NE TAVUK NE HAVUÇ ANLAYAMAZSINIZ. 

YİNE DE ÇOOOOK İSTERSENİZ İLLA İNCELEYİN DERİM.  ,-1",
ürün biraz çalışmak ses çıkarmak başlamak ayrı H kapasite ,0
"Fiyatına göre normal kalitede! Gaz emniyeti ocak sönünce gazı biraz geç
kesiyor! Kullandığım V.s.l marka ocak gazı daha çabuk kesiyor..!  ,0",
almak ürün güzel ancak günde teslim etmek ,0
soğuk buhar işemek yaramaz uzaktan kuma normal bir vantilâtör fark ,0
daha denemek ama arzu ürün her zaman kalite ,1
çok dandik beğenmek ,-1
fiyat göre gayet güzel biraz küçük budamak dezavantaj değil kira oturmak için taşımak kolay ,1
su çekmek makina temiz sonra makina temiz çok zahmet pişman tavsiye etmek ,0
"30-40 liralık cezve bundan daha iyi kahve yapıyor.  rengi de
fotoğraftaki gibi değil. fiyatı 30 liraya düşse dahi almazdım. tavsiye etmiyorum.  ,-1",
ürümek orijinal hızlı şarj diye almak ancak hızlı şarj yapmak Gördüm ,-1
kargo hızlı servis gülmek yüzlemek makina kullanmak daha bakmak ,1
zamanında teslimat ürün resim gibi sorumsuz düşünmek almak ,1
"Klimalı ortama destek olsun diye aldım ama su doldurmaya
yetişemiyorum.Saatte ortalama 7 lt. su tüketiyor. Üflemesi çok iyi. Evde
bir gün denedim. Ses çok fazla. İşyerinde su hattı cekerim diyorsanız
uygundur tabiki bu kadar su tuketimi ile üç günde petekler kireç kaplamazsa.  ,0",
ütü de yıllamak Philips kullanmak bu model de çok kalite buhar Gu Kuvvet ve taba gerçekten kaygan ve hafif ,1
 ,1 yönleri: Okadar Sessiz ki çalışırken yan odadakiler çalıştığının farkına bile varmıyor  
 ,1 yönleri: en sonunda geçen ay aldım nihayet uzun zamandır hoşuma gidiyordu bunlar. Daha fonksiyonlusu da var tabi ama ben bunu aldım sadece kızartma yapabilyiorum. Emniyet kilidi var sıçraması yakması yok   ısı ayarı yapabiliyorsun  haznesi çıkartılabilior. plastik gövdesi var ve  penceresinden bakabiliyorsun piştimi pişmedimi diye :) temiz duruyor ekraf yağ sıçramıyor çok çok çok memnunum.  
" ,1 yönleri: Fiyat makul gibi ama üzerine 500 ila 700 tl ekleyip lg philips alınabilir

 ,-1 yönleri: Yıl olmuş 2019 sesli komut özelliği hala yok  lg Samsung 55” 4bin küsüre var yerli üretime destek verelim ama kalite yok ucuz malzemeyi getir montajla misliyle sat görüntü kalitesi tatmin edici değil para kolay kazanılmıyor  ,-1",
beklenti karşılamak yeterince hızlı değil ,-1
ön kamera geniş açı moda çalışmak bilgi olmak var mı ,0
"Kurulumuda gayet basit tavsiye ederim.
Ben ilk aldigimda vazgecmistim ama ürünü kurup kullandiğimda kalitesi beni şaşırttı desem abartmis olmam .....
Tavsiyemdir.....  ,0",
idare etmek fiyat göre fena değil ,-1
"Sesi çok fazla  gerçekten abartılı sesi var bu soğutucunun. Onun dışında
fena değil iş görür ama sesi kesmek için kulaklık takıp öyle çalıştırmak lazım:))  ,0",
